id_estudiante,fecha_consulta,derivado,tipo_consulta,urgencia,tiempo_consulta,tiempo_espera,id_asesor,calidad_del_servicio,consulta_resuelta,puntaje_esfuerzo_cliente,indice_promotor_neto,satisfaccion_estudiante
E09304,2024-11-21,True,Información general,Media,1515,1074,A135,3,True,5,34,2
E09305,2023-10-01,True,Solicitud de documentos,Alta,1280,659,A110,3,True,2,83,4
E09306,2024-05-19,False,Consulta de matrícula,Media,1192,521,A109,1,True,1,53,3
E09307,2023-08-26,False,Información general,Alta,976,683,A432,2,True,4,61,3
E09308,2023-12-26,True,Información general,Media,1362,743,A201,3,False,3,53,3
E09309,2024-07-08,False,Queja,Media,1639,1037,A385,1,True,5,19,1
E09310,2023-02-23,True,Queja,Media,1115,620,A124,3,True,1,80,4
E09311,2024-02-15,True,Consulta de trámites,Media,1129,448,A428,2,True,1,61,3
E09312,2023-03-14,True,Información general,Media,823,34,A060,2,False,2,71,3
E09313,2023-12-29,True,Consulta de trámites,Media,1849,1728,A288,1,True,3,65,3
E09314,2023-06-01,False,Solicitud de documentos,Media,994,5,A418,2,True,2,52,3
E09315,2024-06-12,True,Consulta de matrícula,Alta,1163,163,A077,2,False,2,75,3
E09316,2024-03-31,True,Consulta de trámites,Media,1351,601,A333,2,False,2,43,3
E09317,2023-04-14,False,Queja,Media,464,31,A287,3,True,1,62,4
E09318,2024-11-02,True,Queja,Media,1812,1265,A266,1,True,5,36,2
E09319,2023-01-26,False,Consulta de trámites,Media,1336,682,A473,1,True,5,12,1
E09320,2024-03-29,True,Queja,Media,1865,1066,A352,1,False,4,32,1
E09321,2024-08-19,True,Solicitud de documentos,Baja,980,77,A209,2,False,4,29,2
E09322,2024-08-11,True,Consulta de matrícula,Alta,1600,1498,A372,3,True,5,25,2
E09323,2023-11-12,True,Consulta de matrícula,Baja,627,516,A344,1,True,2,66,3
E09324,2023-03-07,True,Información general,Media,1385,709,A428,3,True,1,72,4
E09325,2024-11-06,True,Solicitud de documentos,Media,1309,666,A094,1,True,2,60,3
E09326,2023-10-10,False,Consulta de trámites,Baja,1073,5,A215,2,True,2,76,4
E09327,2023-06-01,True,Queja,Baja,1663,586,A369,1,True,2,58,2
E09328,2024-02-22,False,Queja,Baja,915,818,A402,1,True,3,51,3
E09329,2024-10-09,False,Queja,Alta,1000,109,A404,2,True,3,54,3
E09330,2023-11-08,True,Queja,Baja,646,215,A402,2,True,2,65,4
E09331,2023-12-29,False,Información general,Media,1274,980,A341,1,True,4,29,1
E09332,2024-04-17,True,Consulta de trámites,Alta,1108,334,A482,3,True,4,67,4
E09333,2023-03-08,False,Consulta de trámites,Media,1362,1181,A391,2,True,5,52,2
E09334,2023-06-17,True,Solicitud de documentos,Media,528,5,A156,1,True,1,86,4
E09335,2024-03-01,False,Solicitud de documentos,Media,1199,685,A117,2,True,3,53,3
E09336,2023-01-12,False,Solicitud de documentos,Alta,1098,296,A214,3,True,2,89,4
E09337,2024-12-20,True,Solicitud de documentos,Media,1590,572,A496,1,True,3,25,2
E09338,2023-03-09,False,Información general,Media,1803,942,A317,1,True,5,48,2
E09339,2024-08-27,True,Consulta de trámites,Media,797,571,A072,3,True,4,61,4
E09340,2023-04-04,True,Consulta de trámites,Alta,1413,701,A114,3,True,4,63,3
E09341,2024-01-02,True,Solicitud de documentos,Media,1174,220,A347,1,True,1,51,3
E09342,2023-09-02,True,Consulta de trámites,Media,900,378,A487,3,True,1,108,5
E09343,2024-02-15,True,Solicitud de documentos,Baja,1682,1122,A248,3,True,5,41,3
E09344,2024-01-09,False,Consulta de trámites,Media,884,424,A065,1,True,1,54,3
E09345,2024-03-28,False,Queja,Media,1793,1762,A495,2,True,5,37,2
E09346,2023-07-14,False,Solicitud de documentos,Baja,1349,949,A160,3,True,3,80,4
E09347,2024-07-03,True,Solicitud de documentos,Media,852,500,A400,2,True,2,67,4
E09348,2024-08-15,False,Consulta de trámites,Baja,1411,433,A217,2,True,4,70,3
E09349,2023-06-21,False,Información general,Alta,958,168,A233,2,True,2,64,4
E09350,2023-04-26,False,Consulta de matrícula,Media,534,5,A476,3,True,3,70,4
E09351,2023-01-17,False,Consulta de matrícula,Baja,809,293,A008,1,True,1,74,4
E09352,2023-04-15,False,Queja,Baja,1324,296,A484,1,False,4,22,2
E09353,2023-10-14,True,Solicitud de documentos,Media,1181,1100,A412,1,True,1,71,4
E09354,2024-12-23,True,Información general,Alta,813,5,A440,1,True,2,76,3
E09355,2023-03-05,False,Consulta de trámites,Media,1250,439,A369,1,False,1,38,2
E09356,2024-05-07,True,Consulta de matrícula,Alta,1357,1017,A230,1,True,5,17,1
E09357,2024-02-02,True,Queja,Media,1166,608,A206,2,True,2,73,3
E09358,2023-03-22,False,Información general,Media,1554,403,A264,2,True,1,77,4
E09359,2023-10-31,False,Queja,Baja,299,256,A450,2,True,2,81,4
E09360,2023-10-30,True,Consulta de matrícula,Baja,990,326,A283,3,True,1,61,4
E09361,2024-01-02,False,Queja,Baja,1153,731,A484,3,True,1,63,4
E09362,2023-01-23,True,Consulta de matrícula,Baja,1029,121,A464,3,True,2,80,4
E09363,2023-08-05,True,Consulta de trámites,Media,1680,1072,A439,1,True,3,71,3
E09364,2023-12-21,False,Queja,Media,1344,865,A105,2,True,2,45,3
E09365,2023-05-31,True,Consulta de trámites,Baja,1271,242,A338,3,False,4,63,3
E09366,2023-03-05,True,Consulta de matrícula,Media,1263,280,A057,2,True,4,0,1
E09367,2023-12-22,True,Consulta de matrícula,Alta,1542,728,A467,1,True,3,72,3
E09368,2024-05-03,False,Solicitud de documentos,Media,894,20,A458,2,False,1,55,3
E09369,2024-09-06,False,Consulta de trámites,Media,1490,704,A129,1,False,2,29,2
E09370,2024-07-31,False,Información general,Baja,622,5,A256,3,True,1,67,4
E09371,2023-03-06,False,Información general,Alta,1728,619,A190,1,True,1,57,3
E09372,2023-09-20,True,Información general,Alta,1631,860,A277,1,False,4,28,1
E09373,2023-05-29,False,Consulta de matrícula,Baja,1558,880,A455,2,True,2,40,3
E09374,2024-08-07,False,Consulta de matrícula,Media,1849,1020,A294,1,True,5,12,1
E09375,2023-08-28,False,Solicitud de documentos,Media,1239,735,A124,3,False,4,78,3
E09376,2023-12-16,False,Consulta de trámites,Media,1230,762,A051,3,True,1,96,4
E09377,2023-02-09,True,Queja,Alta,1191,323,A042,1,True,1,52,3
E09378,2024-03-13,True,Queja,Media,440,5,A385,2,True,5,47,3
E09379,2024-09-20,True,Consulta de trámites,Media,683,348,A167,3,True,1,88,4
E09380,2024-08-20,False,Consulta de matrícula,Media,1232,623,A145,3,True,3,77,4
E09381,2023-03-31,False,Información general,Media,1380,1158,A272,1,True,5,17,1
E09382,2024-12-13,True,Queja,Media,948,240,A424,1,True,1,83,4
E09383,2024-12-30,False,Información general,Media,1360,1301,A216,3,True,4,40,3
E09384,2023-12-09,False,Queja,Media,1435,950,A023,1,True,4,28,2
E09385,2024-04-05,True,Consulta de trámites,Media,976,5,A252,1,True,3,58,2
E09386,2023-06-18,True,Consulta de trámites,Media,993,5,A210,3,True,5,42,2
E09387,2023-01-29,False,Consulta de matrícula,Alta,1272,1108,A171,2,True,5,78,3
E09388,2024-05-06,False,Solicitud de documentos,Alta,1330,985,A279,2,True,1,88,4
E09389,2024-10-22,False,Consulta de trámites,Media,1530,820,A059,3,False,1,95,4
E09390,2023-07-25,True,Consulta de trámites,Media,1786,1043,A205,1,True,2,74,3
E09391,2023-06-03,True,Consulta de matrícula,Baja,1170,530,A255,3,True,3,78,4
E09392,2024-10-14,True,Queja,Media,1704,1007,A348,3,True,5,52,2
E09393,2023-09-17,True,Consulta de matrícula,Media,1378,333,A184,1,True,1,53,3
E09394,2024-10-24,False,Solicitud de documentos,Media,1125,368,A248,2,True,5,29,2
E09395,2023-12-23,True,Consulta de matrícula,Baja,893,5,A396,2,False,3,78,3
E09396,2024-03-16,True,Solicitud de documentos,Baja,1434,319,A163,1,True,4,38,2
E09397,2023-12-10,False,Información general,Media,1528,1131,A056,3,True,3,41,3
E09398,2023-12-09,False,Solicitud de documentos,Baja,1372,1061,A174,1,True,5,25,1
E09399,2024-03-22,False,Consulta de matrícula,Baja,785,493,A058,3,True,1,99,5
E09400,2024-01-30,True,Consulta de matrícula,Media,1833,881,A280,1,True,5,35,1
E09401,2024-11-01,False,Queja,Media,976,5,A296,1,True,2,79,4
E09402,2024-10-22,False,Consulta de trámites,Media,1211,848,A169,2,True,3,51,3
E09403,2023-04-28,True,Consulta de trámites,Alta,1561,1250,A041,2,True,2,42,3
E09404,2023-12-02,True,Información general,Baja,2656,2015,A290,1,False,5,21,1
E09405,2024-05-13,False,Queja,Alta,1227,558,A232,1,True,5,32,1
E09406,2024-07-20,True,Queja,Media,971,5,A009,2,True,2,94,4
E09407,2023-08-14,False,Información general,Baja,1407,1333,A016,3,True,1,113,5
E09408,2023-04-14,False,Solicitud de documentos,Media,1032,105,A142,2,True,1,61,4
E09409,2024-11-08,True,Queja,Alta,570,5,A397,3,True,3,100,5
E09410,2023-03-05,False,Información general,Media,1374,1308,A431,2,False,2,41,3
E09411,2023-11-17,True,Consulta de matrícula,Baja,1173,166,A145,2,False,3,72,3
E09412,2024-12-30,True,Queja,Media,612,5,A079,3,True,3,92,4
E09413,2023-05-18,True,Información general,Baja,1476,1347,A295,1,True,4,28,1
E09414,2023-01-01,False,Información general,Media,1430,1184,A454,2,True,3,72,3
E09415,2024-02-27,True,Queja,Alta,978,213,A298,2,True,3,49,3
E09416,2024-03-14,True,Consulta de trámites,Baja,1338,1275,A139,2,True,4,59,3
E09417,2023-09-17,False,Consulta de trámites,Media,2086,961,A341,1,True,3,39,2
E09418,2024-05-12,False,Información general,Media,860,48,A150,2,True,3,73,3
E09419,2023-12-26,False,Consulta de trámites,Alta,1330,372,A048,1,True,3,35,2
E09420,2023-08-29,False,Solicitud de documentos,Media,1138,37,A370,2,True,2,92,4
E09421,2023-10-30,True,Queja,Media,1501,652,A401,3,False,4,51,2
E09422,2023-10-30,True,Solicitud de documentos,Media,1346,532,A312,2,False,1,79,3
E09423,2024-05-14,True,Solicitud de documentos,Alta,1157,979,A428,2,True,3,49,3
E09424,2023-10-26,False,Consulta de trámites,Alta,1581,1440,A498,1,True,2,20,2
E09425,2024-03-23,False,Información general,Baja,1078,6,A142,1,True,2,74,3
E09426,2024-12-24,True,Información general,Media,1038,289,A499,1,True,2,71,3
E09427,2023-08-30,False,Información general,Baja,1144,412,A213,3,True,4,66,3
E09428,2023-08-29,False,Consulta de matrícula,Media,1615,504,A131,3,True,4,55,3
E09429,2024-02-12,True,Consulta de trámites,Media,1322,166,A441,1,True,5,40,2
E09430,2023-08-26,True,Consulta de trámites,Baja,1472,382,A056,3,True,3,95,4
E09431,2023-02-04,False,Queja,Media,750,354,A168,1,False,1,48,3
E09432,2023-04-03,False,Queja,Baja,1346,149,A076,3,True,1,91,4
E09433,2023-06-19,False,Solicitud de documentos,Baja,1759,1607,A134,1,True,5,35,2
E09434,2023-10-13,True,Consulta de trámites,Media,1172,448,A499,1,True,1,55,3
E09435,2024-02-17,True,Información general,Media,1593,974,A398,3,True,3,91,4
E09436,2024-08-21,True,Consulta de matrícula,Baja,996,494,A382,2,True,1,86,4
E09437,2024-10-04,True,Información general,Media,1393,415,A278,1,False,3,69,3
E09438,2023-02-18,True,Consulta de matrícula,Media,897,668,A172,1,True,4,42,3
E09439,2023-03-01,False,Consulta de matrícula,Baja,1471,1156,A400,2,False,4,51,2
E09440,2023-07-05,False,Queja,Alta,1144,411,A335,1,True,3,44,2
E09441,2023-12-13,False,Consulta de matrícula,Media,511,180,A303,1,True,3,61,3
E09442,2024-08-29,True,Queja,Media,1769,1731,A122,3,False,4,46,2
E09443,2023-06-16,True,Solicitud de documentos,Baja,1289,239,A377,2,False,3,71,3
E09444,2023-11-03,True,Consulta de matrícula,Alta,1966,920,A085,1,False,5,12,1
E09445,2023-10-25,False,Información general,Baja,1222,1146,A212,1,True,4,54,3
E09446,2023-01-07,True,Consulta de trámites,Media,296,5,A127,2,True,1,90,5
E09447,2024-02-08,True,Queja,Alta,1522,1015,A168,2,True,4,51,2
E09448,2023-08-23,False,Consulta de trámites,Media,1101,1069,A274,3,True,1,86,4
E09449,2024-05-30,True,Queja,Alta,846,634,A048,3,True,1,74,4
E09450,2023-03-29,False,Solicitud de documentos,Baja,1330,649,A411,3,True,5,38,2
E09451,2023-06-25,True,Consulta de trámites,Alta,1743,628,A315,1,False,4,9,1
E09452,2023-01-16,True,Información general,Baja,909,125,A223,2,True,4,83,4
E09453,2024-10-30,False,Información general,Alta,1278,334,A124,3,True,5,53,3
E09454,2023-09-18,False,Información general,Media,1227,706,A356,2,True,4,62,3
E09455,2023-11-05,False,Solicitud de documentos,Baja,1164,114,A359,1,True,1,79,3
E09456,2023-07-10,False,Solicitud de documentos,Baja,1491,687,A269,1,False,3,13,1
E09457,2023-02-08,False,Solicitud de documentos,Media,883,615,A108,2,True,5,58,2
E09458,2024-12-25,False,Solicitud de documentos,Alta,1318,504,A476,2,False,5,20,1
E09459,2023-11-15,True,Solicitud de documentos,Alta,1115,531,A104,3,False,3,77,3
E09460,2023-04-10,True,Consulta de trámites,Baja,707,314,A035,2,False,1,48,3
E09461,2023-01-10,False,Queja,Media,705,583,A058,3,True,3,73,4
E09462,2024-12-29,True,Información general,Alta,1564,810,A460,2,True,4,29,2
E09463,2024-11-19,False,Consulta de trámites,Baja,1009,5,A123,2,True,3,75,3
E09464,2023-04-20,True,Consulta de trámites,Baja,1593,873,A015,2,True,5,37,2
E09465,2023-10-01,False,Solicitud de documentos,Baja,1453,1173,A335,1,True,2,46,3
E09466,2024-03-21,True,Consulta de trámites,Baja,1076,238,A408,1,False,4,7,1
E09467,2023-05-04,True,Solicitud de documentos,Media,1800,1725,A017,1,True,3,41,3
E09468,2024-11-27,True,Solicitud de documentos,Media,925,347,A251,3,True,3,97,4
E09469,2024-10-18,True,Consulta de trámites,Media,578,5,A304,3,True,1,85,4
E09470,2024-06-26,True,Solicitud de documentos,Alta,1690,688,A153,1,True,4,38,2
E09471,2023-04-14,False,Solicitud de documentos,Alta,1218,894,A452,1,True,1,52,3
E09472,2024-11-11,False,Información general,Alta,474,5,A013,2,True,5,71,3
E09473,2023-08-21,False,Consulta de trámites,Baja,1373,326,A291,2,True,5,13,1
E09474,2023-07-27,True,Consulta de matrícula,Baja,810,635,A397,3,True,1,84,4
E09475,2024-07-09,False,Consulta de trámites,Media,1512,1171,A163,3,True,4,71,3
E09476,2024-01-25,True,Solicitud de documentos,Media,847,797,A202,2,True,1,69,4
E09477,2024-09-08,True,Queja,Media,644,170,A340,3,True,1,116,5
E09478,2024-08-17,True,Queja,Media,1528,961,A386,1,True,4,54,2
E09479,2024-06-14,False,Solicitud de documentos,Media,1502,1181,A358,2,False,5,34,1
E09480,2023-10-21,True,Información general,Alta,899,170,A342,2,True,2,79,4
E09481,2024-09-25,False,Información general,Media,1179,834,A438,3,True,1,118,5
E09482,2024-12-11,False,Consulta de matrícula,Baja,1079,832,A284,2,False,1,61,4
E09483,2023-07-17,True,Consulta de trámites,Media,990,869,A001,2,True,3,58,3
E09484,2024-03-10,True,Consulta de trámites,Baja,1834,1771,A204,1,True,4,32,2
E09485,2024-04-03,False,Consulta de matrícula,Alta,1703,1305,A166,2,True,3,77,3
E09486,2023-11-13,False,Información general,Media,1402,661,A490,2,True,5,53,3
E09487,2024-09-26,False,Queja,Alta,1610,1000,A482,2,True,3,22,2
E09488,2023-04-03,False,Queja,Baja,1650,1465,A079,2,True,4,44,2
E09489,2023-03-13,False,Solicitud de documentos,Media,962,771,A415,1,True,1,98,4
E09490,2024-09-17,False,Consulta de matrícula,Alta,1190,495,A230,2,True,1,115,5
E09491,2023-04-15,True,Queja,Media,1103,57,A108,1,True,2,45,3
E09492,2023-12-29,False,Información general,Baja,1514,754,A358,1,True,5,11,1
E09493,2023-12-20,False,Consulta de trámites,Media,815,279,A362,1,True,1,61,3
E09494,2024-07-15,False,Información general,Baja,678,5,A176,3,True,3,78,4
E09495,2024-04-22,False,Consulta de matrícula,Media,846,803,A037,3,True,2,87,4
E09496,2023-10-19,True,Solicitud de documentos,Baja,1074,5,A132,2,True,2,72,3
E09497,2023-04-18,True,Información general,Media,1316,578,A189,1,True,5,43,2
E09498,2023-12-15,False,Información general,Alta,1606,713,A379,3,True,2,60,4
E09499,2024-07-08,False,Consulta de matrícula,Media,1110,416,A023,2,True,4,51,3
E09500,2023-07-04,False,Consulta de matrícula,Baja,1054,757,A288,3,True,3,74,4
E09501,2023-05-22,True,Solicitud de documentos,Media,671,439,A034,1,False,2,62,3
E09502,2023-02-13,True,Consulta de trámites,Media,768,86,A415,2,True,1,65,4
E09503,2023-07-27,True,Queja,Baja,846,476,A202,1,True,3,63,3
E09504,2023-06-05,True,Consulta de trámites,Alta,1940,1459,A436,1,True,5,12,1
E09505,2023-04-14,True,Información general,Baja,1099,55,A364,3,True,2,78,4
E09506,2024-10-08,True,Queja,Media,1003,48,A018,2,True,3,71,3
E09507,2023-02-01,False,Información general,Baja,1542,950,A442,2,False,1,41,3
E09508,2024-07-14,True,Consulta de matrícula,Media,1185,541,A378,2,True,2,80,4
E09509,2023-11-19,True,Queja,Media,1814,1244,A175,3,False,5,26,2
E09510,2023-10-06,False,Consulta de trámites,Baja,1484,1186,A181,2,True,5,51,2
E09511,2023-10-26,True,Consulta de matrícula,Alta,1784,1086,A147,3,True,5,49,3
E09512,2023-05-23,False,Queja,Baja,895,378,A307,2,False,2,28,2
E09513,2023-04-20,True,Consulta de matrícula,Media,1074,746,A012,3,True,2,93,4
E09514,2023-03-07,False,Consulta de trámites,Media,1305,304,A004,2,True,2,69,3
E09515,2024-07-23,False,Información general,Baja,516,5,A298,3,True,1,81,5
E09516,2023-09-07,False,Información general,Baja,1521,697,A340,1,False,5,31,2
E09517,2024-09-04,False,Consulta de matrícula,Alta,969,379,A185,1,True,3,42,3
E09518,2023-03-08,False,Consulta de matrícula,Baja,823,669,A340,1,True,3,57,3
E09519,2024-05-06,True,Solicitud de documentos,Media,1486,1214,A118,2,True,2,90,4
E09520,2024-12-15,True,Información general,Baja,1401,997,A307,3,True,5,34,2
E09521,2024-05-25,False,Queja,Baja,1396,399,A260,1,True,5,14,1
E09522,2023-05-15,False,Consulta de trámites,Media,1062,489,A094,2,True,2,74,3
E09523,2024-04-02,False,Información general,Media,324,5,A426,3,True,1,101,5
E09524,2023-07-28,True,Queja,Media,1750,1063,A296,1,False,3,48,3
E09525,2024-01-09,False,Consulta de matrícula,Media,819,5,A328,1,True,3,75,3
E09526,2024-08-24,False,Información general,Media,1552,481,A297,2,False,4,34,1
E09527,2023-02-08,False,Consulta de trámites,Media,1263,127,A437,3,True,2,70,3
E09528,2023-09-20,False,Consulta de matrícula,Media,1181,175,A206,2,True,3,53,3
E09529,2023-01-25,True,Consulta de trámites,Media,969,89,A107,1,False,3,54,2
E09530,2024-09-29,False,Consulta de trámites,Baja,1527,1186,A190,2,True,1,69,4
E09531,2024-05-13,False,Solicitud de documentos,Alta,536,346,A181,2,True,2,61,4
E09532,2023-12-24,True,Información general,Baja,1109,1046,A161,1,True,2,47,3
E09533,2024-03-24,False,Consulta de matrícula,Alta,1295,492,A102,1,True,3,49,2
E09534,2024-08-18,False,Información general,Media,1498,328,A295,3,False,3,51,3
E09535,2023-05-13,True,Consulta de trámites,Baja,1271,709,A326,3,True,5,39,2
E09536,2024-08-06,True,Consulta de trámites,Media,1644,778,A303,1,False,4,15,1
E09537,2023-03-22,True,Queja,Alta,1718,721,A421,1,False,3,45,3
E09538,2024-04-02,False,Consulta de matrícula,Alta,926,305,A079,3,True,2,68,4
E09539,2024-12-24,False,Consulta de trámites,Media,993,629,A334,2,True,5,44,3
E09540,2023-11-08,True,Solicitud de documentos,Media,1522,459,A170,1,True,1,50,3
E09541,2023-04-11,True,Consulta de matrícula,Media,1134,980,A180,1,True,2,62,3
E09542,2023-01-25,True,Consulta de trámites,Baja,2239,1253,A185,2,False,5,14,1
E09543,2023-12-18,False,Información general,Media,656,5,A485,3,True,2,95,4
E09544,2023-02-01,False,Información general,Alta,207,5,A234,3,True,2,83,4
E09545,2024-04-27,True,Consulta de trámites,Baja,1114,974,A130,2,True,2,73,3
E09546,2023-01-14,False,Información general,Alta,1414,824,A455,1,True,3,61,3
E09547,2023-12-20,True,Información general,Media,1221,768,A421,2,True,3,48,3
E09548,2023-11-09,False,Consulta de trámites,Baja,1407,1061,A426,1,True,4,44,2
E09549,2024-09-20,False,Consulta de trámites,Media,1169,1069,A392,3,True,1,107,5
E09550,2024-03-27,False,Información general,Media,684,202,A243,1,False,1,71,4
E09551,2024-08-25,False,Consulta de trámites,Media,1261,393,A247,1,True,3,39,2
E09552,2024-04-11,True,Solicitud de documentos,Baja,1359,617,A089,1,True,2,42,3
E09553,2024-09-29,False,Queja,Media,1188,819,A453,1,True,2,52,3
E09554,2024-05-04,False,Consulta de trámites,Media,1488,856,A005,1,True,5,76,3
E09555,2023-08-10,True,Queja,Media,1374,596,A049,3,True,5,20,2
E09556,2023-03-02,False,Información general,Media,2100,1876,A362,2,False,5,34,1
E09557,2024-06-09,True,Consulta de trámites,Media,770,372,A291,3,True,1,106,5
E09558,2024-08-03,True,Consulta de matrícula,Baja,1322,484,A049,1,True,1,62,4
E09559,2024-07-08,False,Solicitud de documentos,Media,1479,819,A121,2,True,5,15,1
E09560,2024-07-21,False,Consulta de matrícula,Media,1592,1151,A436,1,True,5,28,2
E09561,2023-10-21,True,Información general,Media,1355,681,A255,3,True,5,55,2
E09562,2023-03-21,True,Consulta de matrícula,Media,907,5,A138,3,True,1,85,4
E09563,2024-01-21,True,Consulta de matrícula,Baja,1697,998,A345,1,True,3,33,2
E09564,2024-12-03,False,Consulta de matrícula,Baja,1295,1264,A173,1,False,2,41,3
E09565,2023-08-23,True,Queja,Media,1092,584,A455,2,True,3,57,3
E09566,2024-12-07,True,Queja,Alta,741,5,A252,2,True,1,84,5
E09567,2023-06-02,True,Consulta de matrícula,Media,1219,597,A335,1,True,1,89,4
E09568,2023-12-23,False,Información general,Media,1365,410,A033,2,True,5,42,2
E09569,2023-12-29,True,Solicitud de documentos,Media,846,5,A029,1,True,3,55,2
E09570,2024-10-07,False,Información general,Media,796,5,A333,1,True,1,97,4
E09571,2023-05-12,False,Consulta de matrícula,Media,979,667,A292,1,True,4,46,3
E09572,2023-01-05,True,Información general,Baja,1913,1457,A156,3,False,3,35,2
E09573,2023-10-28,False,Información general,Baja,1191,628,A148,1,True,3,45,2
E09574,2024-08-31,True,Solicitud de documentos,Media,1109,600,A285,1,True,1,95,4
E09575,2023-05-14,False,Queja,Alta,1152,194,A364,1,True,2,49,2
E09576,2023-09-06,False,Queja,Alta,1174,599,A168,2,True,1,63,3
E09577,2023-03-09,True,Consulta de matrícula,Baja,1512,794,A345,1,True,3,47,3
E09578,2023-10-25,True,Solicitud de documentos,Media,1437,868,A173,3,True,4,53,3
E09579,2023-07-05,True,Consulta de matrícula,Baja,1550,1422,A131,3,True,3,55,3
E09580,2023-10-31,False,Información general,Baja,1103,420,A376,1,False,1,68,3
E09581,2024-08-28,False,Solicitud de documentos,Alta,1721,982,A459,1,True,5,6,1
E09582,2024-05-20,True,Información general,Media,562,5,A473,1,True,2,97,4
E09583,2023-10-11,True,Queja,Media,1157,583,A093,3,True,3,65,4
E09584,2023-04-19,False,Consulta de matrícula,Media,1076,593,A086,2,True,4,24,2
E09585,2024-04-19,False,Información general,Media,1044,5,A493,2,True,4,60,3
E09586,2023-08-16,False,Información general,Media,1056,706,A247,1,False,4,56,2
E09587,2024-03-26,True,Queja,Baja,1258,390,A494,2,True,2,99,4
E09588,2024-11-10,False,Información general,Media,1600,598,A282,3,False,3,44,3
E09589,2024-12-21,True,Queja,Media,1014,536,A406,1,True,5,14,1
E09590,2024-08-19,False,Queja,Baja,545,5,A402,2,True,1,108,5
E09591,2024-09-04,False,Información general,Alta,1063,221,A049,1,True,3,77,3
E09592,2024-11-19,True,Consulta de trámites,Media,362,5,A477,1,False,3,27,2
E09593,2023-01-08,True,Consulta de matrícula,Media,1659,604,A138,3,True,5,23,2
E09594,2023-02-17,True,Consulta de matrícula,Media,880,385,A223,3,False,2,64,4
E09595,2023-02-04,False,Solicitud de documentos,Alta,675,401,A455,2,False,1,71,3
E09596,2023-01-09,False,Información general,Baja,840,125,A207,3,True,1,98,5
E09597,2024-11-05,False,Información general,Baja,639,395,A099,1,True,1,64,3
E09598,2024-09-05,True,Consulta de trámites,Media,1038,737,A267,3,True,3,66,3
E09599,2023-12-09,False,Solicitud de documentos,Alta,1922,1629,A462,2,False,5,27,1
E09600,2024-09-10,True,Queja,Media,1146,774,A275,2,True,5,24,2
E09601,2023-09-28,True,Queja,Media,1177,635,A391,2,True,2,86,4
E09602,2024-08-19,True,Queja,Baja,1640,497,A082,3,True,5,54,2
E09603,2023-01-27,False,Información general,Media,2075,1023,A362,3,True,5,35,2
E09604,2023-11-06,False,Solicitud de documentos,Alta,958,432,A449,3,True,1,92,5
E09605,2024-09-25,True,Información general,Media,1071,729,A277,3,True,2,99,4
E09606,2024-08-08,False,Consulta de matrícula,Alta,1475,1128,A167,3,False,5,9,1
E09607,2024-08-15,True,Consulta de matrícula,Baja,842,393,A339,2,True,5,73,3
E09608,2024-12-12,True,Queja,Baja,1213,336,A375,2,False,5,34,1
E09609,2023-12-11,False,Información general,Baja,1376,566,A080,3,True,5,37,2
E09610,2023-10-20,True,Información general,Baja,1046,484,A072,1,True,1,83,4
E09611,2024-11-15,True,Queja,Media,1572,725,A014,2,False,3,30,2
E09612,2024-02-02,False,Queja,Alta,1350,921,A437,1,True,2,72,3
E09613,2023-05-07,True,Queja,Alta,761,85,A011,1,True,3,58,3
E09614,2023-02-17,True,Consulta de matrícula,Media,917,255,A073,2,True,1,86,4
E09615,2024-01-31,True,Queja,Baja,1216,324,A175,1,True,3,25,2
E09616,2024-08-19,True,Queja,Media,1532,954,A002,1,True,5,56,2
E09617,2023-01-07,True,Consulta de matrícula,Media,1174,528,A389,2,True,2,48,3
E09618,2023-01-10,True,Solicitud de documentos,Media,1162,986,A461,2,True,5,45,2
E09619,2024-01-22,True,Queja,Media,793,5,A271,3,True,2,72,4
E09620,2024-03-29,False,Queja,Media,944,264,A238,2,False,3,64,3
E09621,2023-04-18,False,Información general,Baja,894,640,A301,1,True,5,22,1
E09622,2023-09-20,True,Información general,Baja,1504,623,A345,2,True,1,82,4
E09623,2024-12-25,True,Información general,Alta,1301,1104,A044,3,True,5,64,3
E09624,2023-09-30,False,Consulta de trámites,Baja,1093,1008,A299,2,False,4,42,2
E09625,2024-05-02,False,Consulta de trámites,Baja,1497,322,A389,1,False,1,47,3
E09626,2023-11-06,False,Queja,Media,1117,35,A392,2,True,2,80,4
E09627,2023-04-08,False,Consulta de matrícula,Alta,1193,410,A088,1,True,4,58,3
E09628,2023-09-02,False,Consulta de matrícula,Alta,1209,834,A467,2,True,5,53,2
E09629,2023-10-23,True,Información general,Media,1368,753,A112,3,False,5,23,1
E09630,2024-11-27,False,Solicitud de documentos,Media,1869,1070,A106,3,True,5,45,2
E09631,2023-02-07,False,Queja,Alta,1522,533,A120,2,False,5,56,2
E09632,2024-04-19,False,Información general,Media,1519,765,A223,1,True,4,38,2
E09633,2023-05-25,True,Consulta de trámites,Media,506,5,A175,3,True,1,95,5
E09634,2024-08-13,True,Solicitud de documentos,Media,1018,5,A082,1,True,4,48,3
E09635,2023-04-20,True,Información general,Media,1246,188,A481,2,False,1,42,3
E09636,2023-03-17,True,Consulta de trámites,Media,1622,1306,A261,3,True,3,53,3
E09637,2023-12-12,True,Queja,Baja,1360,857,A070,3,True,3,66,4
