id_estudiante,fecha_consulta,derivado,tipo_consulta,urgencia,tiempo_consulta,tiempo_espera,id_asesor,calidad_del_servicio,consulta_resuelta,satisfaccion_estudiante,indice_promotor_neto,puntaje_esfuerzo_cliente,mes_consulta
E09544,2023-01-22,False,Consulta de matrícula,Media,433,433,A263,3,False,4,-54,4,enero
E09545,2023-07-17,True,Consulta de trámites,Media,152,152,A098,3,True,1,-66,1,julio
E09546,2024-11-12,False,Solicitud de documentos,Baja,1263,1127,A153,1,False,5,-9,4,noviembre
E09547,2024-05-07,True,Queja,Baja,228,228,A084,2,True,3,92,5,mayo
E09548,2024-07-03,False,Consulta de trámites,Media,3418,594,A109,3,True,5,70,5,julio
E09549,2023-10-15,False,Consulta de trámites,Alta,585,585,A384,3,True,4,59,5,octubre
E09550,2024-05-02,False,Información general,Alta,1534,305,A014,2,True,4,-16,4,mayo
E09551,2024-05-04,False,Queja,Baja,1232,659,A086,2,True,3,83,4,mayo
E09552,2023-12-26,True,Consulta de matrícula,Media,3543,826,A077,1,True,2,-83,3,diciembre
E09553,2024-05-02,False,Solicitud de documentos,Media,3560,598,A049,1,True,2,-73,4,mayo
E09554,2023-03-23,False,Queja,Alta,1170,596,A323,3,True,3,-7,4,marzo
E09555,2024-10-25,True,Consulta de matrícula,Media,2836,18,A202,2,False,2,45,5,octubre
E09556,2023-08-31,False,Consulta de trámites,Media,1467,1107,A287,2,True,4,99,3,agosto
E09557,2024-09-25,True,Solicitud de documentos,Media,1920,186,A233,1,True,1,55,1,septiembre
E09558,2024-06-29,True,Solicitud de documentos,Media,3594,557,A497,3,True,2,-99,3,junio
E09559,2024-04-24,False,Queja,Media,3441,566,A025,2,True,2,-61,1,abril
E09560,2023-05-15,False,Información general,Media,642,341,A396,3,True,2,-62,4,mayo
E09561,2023-05-30,True,Consulta de matrícula,Alta,431,431,A072,1,True,1,11,5,mayo
E09562,2023-09-09,True,Queja,Alta,2457,373,A232,3,False,3,-63,5,septiembre
E09563,2023-06-04,True,Información general,Media,310,310,A184,1,True,5,71,1,junio
E09564,2024-02-08,False,Información general,Alta,3581,113,A155,3,False,5,-52,4,febrero
E09565,2023-08-30,True,Información general,Media,1668,716,A350,2,True,3,3,5,agosto
E09566,2024-06-30,True,Solicitud de documentos,Baja,191,191,A331,3,True,2,17,1,junio
E09567,2024-10-25,True,Consulta de matrícula,Media,73,73,A130,2,True,3,-6,1,octubre
E09568,2024-07-02,False,Consulta de matrícula,Alta,2323,1116,A219,2,True,1,-58,3,julio
E09569,2023-04-01,True,Queja,Baja,1532,364,A287,2,True,5,-21,2,abril
E09570,2024-04-02,False,Consulta de trámites,Media,2553,1126,A236,1,True,3,20,5,abril
E09571,2023-02-03,False,Queja,Baja,1655,1001,A118,2,True,5,-100,2,febrero
E09572,2023-09-28,True,Consulta de matrícula,Media,2953,670,A166,3,False,5,65,4,septiembre
E09573,2023-06-09,False,Solicitud de documentos,Media,3297,97,A324,1,False,3,30,5,junio
E09574,2024-07-08,True,Queja,Media,3272,1047,A235,2,True,2,78,4,julio
E09575,2024-10-20,False,Consulta de trámites,Baja,1969,855,A300,2,False,1,-66,1,octubre
E09576,2024-01-24,False,Queja,Alta,1381,623,A073,1,False,5,97,4,enero
E09577,2024-08-18,True,Información general,Media,1823,310,A065,1,False,5,-67,5,agosto
E09578,2023-03-02,True,Consulta de trámites,Baja,2191,469,A327,2,True,4,55,4,marzo
E09579,2023-04-20,True,Información general,Baja,2575,429,A385,1,True,2,49,3,abril
E09580,2024-04-13,False,Solicitud de documentos,Baja,3256,28,A188,2,True,1,36,4,abril
E09581,2024-01-19,False,Consulta de matrícula,Baja,1855,277,A053,2,False,5,3,1,enero
E09582,2023-12-14,True,Queja,Media,852,68,A413,2,True,2,31,2,diciembre
E09583,2024-01-08,True,Queja,Media,3265,906,A302,1,True,1,-56,3,enero
E09584,2023-07-27,False,Información general,Media,498,498,A482,3,True,2,73,4,julio
E09585,2023-02-05,False,Información general,Media,2021,285,A218,3,True,1,64,4,febrero
E09586,2024-12-08,False,Consulta de matrícula,Media,2292,115,A311,1,True,4,11,5,diciembre
E09587,2024-01-31,True,Queja,Media,2696,377,A112,1,True,4,29,2,enero
E09588,2024-04-12,False,Consulta de matrícula,Alta,2917,233,A060,3,True,4,59,2,abril
E09589,2024-03-05,True,Información general,Media,2146,1188,A138,1,True,1,-95,3,marzo
E09590,2023-03-14,False,Información general,Baja,1157,609,A155,3,False,3,-20,3,marzo
E09591,2024-08-09,False,Consulta de trámites,Baja,350,350,A177,2,True,4,-66,3,agosto
E09592,2024-02-20,True,Información general,Media,1947,83,A248,1,False,1,-57,1,febrero
E09593,2023-01-04,True,Información general,Alta,969,277,A234,2,True,3,18,3,enero
E09594,2023-01-18,True,Consulta de matrícula,Baja,2376,288,A403,3,True,5,31,3,enero
E09595,2023-06-10,False,Consulta de trámites,Media,3175,159,A343,1,True,4,-1,2,junio
E09596,2023-02-22,False,Consulta de trámites,Media,1503,173,A027,2,False,5,61,2,febrero
E09597,2023-01-03,False,Queja,Baja,2354,435,A409,2,True,3,30,5,enero
E09598,2023-05-23,True,Solicitud de documentos,Media,474,474,A194,1,True,1,23,2,mayo
E09599,2024-12-29,False,Queja,Baja,170,170,A396,2,True,3,-90,2,diciembre
E09600,2023-06-27,True,Queja,Media,3209,78,A401,1,True,2,-52,4,junio
E09601,2023-07-18,True,Queja,Baja,911,812,A254,2,True,4,37,3,julio
E09602,2023-02-04,True,Consulta de trámites,Media,1555,808,A451,2,True,3,99,1,febrero
E09603,2023-01-29,False,Consulta de matrícula,Media,1081,1081,A427,2,False,5,76,4,enero
E09604,2024-04-13,False,Información general,Media,187,187,A297,3,True,3,-70,3,abril
E09605,2023-11-04,True,Consulta de trámites,Media,3183,474,A028,1,True,3,-62,2,noviembre
E09606,2023-01-05,False,Información general,Media,1159,75,A460,2,True,4,23,3,enero
E09607,2024-11-07,True,Información general,Media,1695,417,A309,1,False,2,-87,2,noviembre
E09608,2024-06-03,True,Solicitud de documentos,Media,855,855,A238,2,True,1,79,1,junio
E09609,2023-04-17,False,Queja,Baja,1264,727,A261,3,True,2,96,5,abril
E09610,2024-06-27,True,Solicitud de documentos,Media,1047,1047,A498,3,False,4,43,5,junio
E09611,2023-05-03,True,Queja,Media,2098,287,A102,3,True,2,23,5,mayo
E09612,2024-08-05,False,Consulta de trámites,Baja,1399,101,A480,3,False,3,-50,1,agosto
E09613,2024-04-12,True,Información general,Media,1227,323,A290,1,True,1,11,1,abril
E09614,2023-01-23,True,Solicitud de documentos,Alta,2294,698,A179,3,True,3,52,1,enero
E09615,2024-05-24,True,Consulta de trámites,Media,880,358,A016,3,True,1,-92,5,mayo
E09616,2024-10-21,True,Consulta de trámites,Media,2614,968,A305,3,False,1,86,3,octubre
E09617,2023-09-25,True,Queja,Media,518,518,A136,3,True,2,25,3,septiembre
E09618,2024-02-13,True,Información general,Media,2390,716,A343,3,True,4,83,2,febrero
E09619,2024-10-07,True,Queja,Baja,2737,80,A345,1,True,5,51,5,octubre
E09620,2023-04-08,False,Queja,Baja,3095,806,A417,3,True,2,-74,5,abril
E09621,2023-12-17,False,Consulta de trámites,Baja,2851,1008,A379,3,True,5,-50,4,diciembre
E09622,2024-06-30,True,Queja,Baja,2766,19,A026,3,True,4,-32,1,junio
E09623,2024-08-14,True,Consulta de matrícula,Alta,1007,5,A111,1,True,3,-71,4,agosto
E09624,2024-08-15,False,Información general,Media,900,774,A270,1,True,4,83,5,agosto
E09625,2024-12-06,False,Queja,Baja,191,191,A065,3,False,4,-11,3,diciembre
E09626,2023-03-25,False,Queja,Alta,1447,1136,A458,3,False,2,12,5,marzo
E09627,2023-09-08,False,Solicitud de documentos,Baja,318,318,A005,2,False,4,57,5,septiembre
E09628,2023-10-03,False,Información general,Baja,980,371,A496,1,True,4,36,2,octubre
E09629,2023-04-23,True,Información general,Media,3295,1093,A474,1,True,2,33,4,abril
E09630,2023-02-28,False,Queja,Media,3148,1008,A429,2,True,3,-47,3,febrero
E09631,2024-04-14,False,Consulta de matrícula,Media,2766,402,A168,2,True,5,-42,1,abril
E09632,2023-10-22,False,Solicitud de documentos,Media,2016,1004,A289,3,True,2,-47,2,octubre
E09633,2023-09-29,True,Consulta de matrícula,Media,59,59,A411,3,True,4,-93,1,septiembre
E09634,2023-10-05,True,Queja,Baja,1540,309,A112,2,True,2,26,2,octubre
E09635,2023-02-10,True,Información general,Media,240,240,A376,1,True,5,47,5,febrero
E09636,2023-06-01,True,Información general,Media,498,498,A247,1,True,1,-84,3,junio
E09637,2023-12-10,True,Consulta de matrícula,Baja,2392,355,A023,3,True,5,-84,2,diciembre
E09638,2024-12-09,True,Consulta de trámites,Media,2835,934,A012,1,True,3,42,1,diciembre
E09639,2023-06-16,False,Queja,Baja,1545,711,A173,1,True,4,-68,3,junio
E09640,2024-08-11,True,Información general,Baja,3051,1034,A109,2,True,5,-57,5,agosto
E09641,2023-05-14,True,Consulta de trámites,Media,2364,1136,A419,3,True,2,64,1,mayo
E09642,2023-04-11,False,Información general,Media,306,79,A453,1,False,1,-59,1,abril
E09643,2023-12-19,True,Información general,Media,1326,691,A050,1,True,1,87,1,diciembre
E09644,2024-07-04,False,Consulta de trámites,Baja,3099,570,A058,3,True,5,-39,3,julio
E09645,2023-05-10,False,Consulta de matrícula,Baja,3026,504,A230,1,True,1,8,2,mayo
E09646,2024-11-18,True,Queja,Media,464,157,A039,3,True,3,-96,4,noviembre
E09647,2023-02-10,False,Consulta de trámites,Media,437,437,A239,2,True,5,-75,2,febrero
E09648,2024-08-04,False,Consulta de trámites,Baja,2306,618,A363,3,True,5,16,3,agosto
E09649,2024-04-29,False,Información general,Media,3334,47,A163,2,False,4,80,2,abril
E09650,2024-07-06,False,Consulta de trámites,Alta,2687,936,A104,1,False,2,27,5,julio
E09651,2024-02-29,True,Queja,Media,1740,769,A275,2,False,4,-26,4,febrero
E09652,2024-11-15,False,Consulta de matrícula,Alta,2349,559,A167,1,True,2,-90,3,noviembre
E09653,2024-11-19,True,Consulta de matrícula,Media,855,210,A203,2,True,2,-34,3,noviembre
E09654,2023-09-13,False,Consulta de matrícula,Media,3150,762,A011,3,False,4,-26,4,septiembre
E09655,2023-04-20,False,Queja,Baja,1479,632,A483,1,True,2,86,5,abril
E09656,2023-12-05,False,Información general,Media,425,425,A005,1,True,3,-77,2,diciembre
E09657,2024-01-23,True,Queja,Alta,3031,670,A148,2,True,4,-14,4,enero
E09658,2024-01-07,True,Consulta de trámites,Media,1625,403,A023,3,True,2,39,3,enero
E09659,2024-09-15,True,Solicitud de documentos,Media,810,48,A308,3,True,1,76,2,septiembre
E09660,2024-07-01,False,Solicitud de documentos,Media,1343,224,A050,2,True,4,-84,1,julio
E09661,2023-01-14,False,Solicitud de documentos,Media,2522,992,A183,2,True,5,100,1,enero
E09662,2023-12-16,False,Consulta de matrícula,Baja,952,294,A128,3,True,5,-82,3,diciembre
E09663,2023-11-03,False,Queja,Baja,2307,314,A322,2,True,1,42,1,noviembre
E09664,2023-08-30,True,Queja,Baja,1138,149,A271,3,True,5,-91,4,agosto
E09665,2024-03-02,False,Consulta de matrícula,Media,530,530,A388,1,True,1,-55,5,marzo
E09666,2023-09-30,True,Consulta de trámites,Baja,1888,1031,A174,1,True,1,10,3,septiembre
E09667,2024-10-21,False,Solicitud de documentos,Alta,3342,794,A457,3,True,2,-71,5,octubre
E09668,2024-07-21,True,Solicitud de documentos,Alta,1672,610,A040,2,True,3,-91,1,julio
E09669,2023-04-26,True,Consulta de matrícula,Baja,259,259,A046,2,True,1,61,2,abril
E09670,2024-11-22,False,Solicitud de documentos,Media,275,275,A371,2,True,1,-67,3,noviembre
E09671,2024-03-21,False,Información general,Media,130,103,A207,1,True,4,91,1,marzo
E09672,2024-03-15,True,Queja,Baja,2886,959,A197,1,True,2,-56,5,marzo
E09673,2023-07-11,False,Solicitud de documentos,Alta,3079,432,A045,3,True,1,-25,2,julio
E09674,2023-03-15,False,Solicitud de documentos,Media,3030,1159,A076,3,True,3,49,5,marzo
E09675,2023-02-22,True,Información general,Baja,1723,428,A206,2,True,3,-6,2,febrero
E09676,2024-01-10,True,Consulta de trámites,Media,1098,971,A253,1,True,4,-73,1,enero
E09677,2023-12-17,True,Consulta de trámites,Media,103,103,A261,3,True,2,-58,5,diciembre
E09678,2024-12-06,True,Información general,Media,286,286,A011,2,True,4,43,1,diciembre
E09679,2024-12-28,False,Consulta de trámites,Media,1156,251,A139,3,True,5,81,3,diciembre
E09680,2023-09-24,True,Consulta de matrícula,Baja,1145,851,A196,1,True,2,-54,2,septiembre
E09681,2023-04-10,True,Información general,Media,1290,247,A219,1,True,4,-99,1,abril
E09682,2023-04-18,True,Queja,Media,2800,490,A003,1,False,2,24,5,abril
E09683,2024-12-03,False,Queja,Media,1659,479,A238,1,False,1,-86,2,diciembre
E09684,2023-12-05,True,Queja,Media,113,68,A084,3,True,5,-28,1,diciembre
E09685,2024-11-15,False,Solicitud de documentos,Alta,977,337,A495,2,True,2,84,1,noviembre
E09686,2024-12-04,True,Información general,Media,561,561,A044,1,False,2,-33,1,diciembre
E09687,2023-08-22,True,Información general,Media,1076,883,A269,2,False,5,-27,2,agosto
E09688,2024-06-20,False,Consulta de trámites,Media,892,218,A171,1,False,1,-2,5,junio
E09689,2024-10-04,True,Información general,Baja,1661,170,A448,3,False,3,-79,3,octubre
E09690,2023-05-13,True,Información general,Baja,2961,747,A012,1,True,5,14,1,mayo
E09691,2023-12-07,False,Consulta de trámites,Media,887,250,A207,3,False,5,-34,2,diciembre
E09692,2023-12-06,True,Información general,Alta,1003,6,A383,1,True,4,-48,3,diciembre
E09693,2024-07-29,True,Información general,Baja,2851,977,A227,1,True,1,99,4,julio
E09694,2023-08-06,True,Consulta de matrícula,Alta,3262,973,A176,3,False,1,22,5,agosto
E09695,2024-07-23,True,Consulta de trámites,Alta,2085,595,A143,2,True,1,52,4,julio
E09696,2024-05-22,False,Consulta de matrícula,Media,3420,297,A269,2,False,4,-44,5,mayo
E09697,2023-09-18,True,Solicitud de documentos,Baja,1689,103,A199,1,True,5,40,5,septiembre
E09698,2023-11-25,False,Consulta de trámites,Media,1185,947,A486,1,False,1,-63,2,noviembre
E09699,2023-09-25,True,Información general,Media,2170,103,A330,2,True,1,-23,3,septiembre
E09700,2024-02-05,False,Información general,Baja,3062,741,A474,3,False,1,13,3,febrero
E09701,2024-08-11,True,Consulta de matrícula,Baja,959,294,A354,1,True,3,76,3,agosto
E09702,2023-10-09,False,Consulta de matrícula,Media,2389,1076,A261,3,True,1,92,1,octubre
E09703,2023-10-10,True,Solicitud de documentos,Media,1704,578,A444,2,True,2,-85,4,octubre
E09704,2023-08-20,False,Solicitud de documentos,Baja,2371,783,A154,1,True,3,-37,4,agosto
E09705,2023-09-30,False,Información general,Alta,2810,236,A276,2,True,3,-20,3,septiembre
E09706,2024-12-23,True,Queja,Baja,1482,243,A484,2,True,1,-76,3,diciembre
E09707,2023-06-10,False,Solicitud de documentos,Media,627,627,A184,3,True,4,83,1,junio
E09708,2023-03-22,True,Información general,Baja,471,471,A184,3,True,5,75,5,marzo
E09709,2023-02-17,True,Solicitud de documentos,Alta,2707,300,A033,3,True,4,-26,1,febrero
E09710,2023-02-05,True,Consulta de trámites,Media,1727,6,A232,3,True,4,40,5,febrero
E09711,2024-11-17,True,Consulta de matrícula,Alta,651,106,A419,1,True,5,77,1,noviembre
E09712,2024-09-01,True,Información general,Alta,2920,1098,A466,1,False,3,-98,4,septiembre
E09713,2024-05-16,False,Solicitud de documentos,Media,1145,476,A323,1,True,3,55,1,mayo
E09714,2024-10-11,True,Consulta de matrícula,Baja,2452,187,A292,3,False,4,64,3,octubre
E09715,2024-05-30,True,Queja,Baja,2741,1066,A431,2,True,5,87,4,mayo
E09716,2023-07-11,True,Solicitud de documentos,Alta,615,573,A033,1,True,3,-7,3,julio
E09717,2023-11-14,True,Información general,Alta,492,410,A233,3,True,1,70,4,noviembre
E09718,2024-05-13,True,Consulta de trámites,Baja,1372,1052,A166,1,False,2,50,3,mayo
E09719,2023-10-15,True,Consulta de matrícula,Baja,650,650,A362,1,True,2,97,3,octubre
E09720,2024-04-07,False,Consulta de matrícula,Media,1540,64,A266,1,True,5,27,1,abril
E09721,2024-03-16,False,Consulta de trámites,Media,946,503,A037,3,True,3,0,3,marzo
E09722,2023-08-11,True,Información general,Alta,3329,117,A309,1,True,4,12,5,agosto
E09723,2024-07-02,False,Queja,Media,961,883,A416,2,False,1,49,3,julio
E09724,2024-12-28,True,Consulta de trámites,Media,1807,637,A498,1,True,4,79,5,diciembre
E09725,2023-04-14,True,Queja,Media,2893,400,A152,3,True,4,97,1,abril
E09726,2023-09-26,True,Información general,Media,1905,1194,A475,3,True,2,-98,5,septiembre
E09727,2024-07-24,True,Solicitud de documentos,Alta,3498,794,A146,1,True,5,10,3,julio
E09728,2024-03-03,True,Solicitud de documentos,Baja,31,31,A049,1,True,2,-56,2,marzo
E09729,2023-06-22,False,Información general,Baja,1676,419,A238,2,True,5,-89,1,junio
E09730,2024-06-26,False,Queja,Baja,3512,907,A042,2,True,2,83,2,junio
E09731,2023-02-08,False,Consulta de trámites,Alta,804,243,A371,2,True,4,-50,1,febrero
E09732,2024-01-27,False,Información general,Alta,3206,554,A465,3,False,5,63,3,enero
E09733,2023-11-27,True,Información general,Baja,1271,360,A064,1,True,4,4,1,noviembre
E09734,2023-02-07,False,Solicitud de documentos,Media,1019,375,A054,1,True,5,62,4,febrero
E09735,2023-09-10,True,Consulta de trámites,Baja,2352,932,A108,1,True,2,-19,2,septiembre
E09736,2024-05-04,False,Solicitud de documentos,Alta,965,965,A361,3,True,2,-46,5,mayo
E09737,2023-05-16,False,Queja,Baja,2098,1106,A334,2,False,2,-16,3,mayo
E09738,2023-01-04,False,Queja,Media,1367,163,A352,3,True,5,81,2,enero
E09739,2023-02-24,False,Consulta de matrícula,Alta,439,121,A228,3,False,3,-60,5,febrero
E09740,2023-01-19,True,Información general,Media,3559,107,A138,1,True,1,38,1,enero
E09741,2024-04-10,False,Consulta de trámites,Media,833,579,A436,3,True,5,60,2,abril
E09742,2023-08-17,False,Consulta de trámites,Media,329,329,A441,2,True,5,72,5,agosto
E09743,2023-05-08,True,Solicitud de documentos,Alta,2074,137,A422,1,True,3,-74,3,mayo
E09744,2023-05-25,True,Solicitud de documentos,Baja,3101,769,A304,1,True,2,-26,4,mayo
E09745,2024-10-24,False,Consulta de trámites,Media,2104,549,A080,1,True,4,84,3,octubre
E09746,2023-04-21,True,Solicitud de documentos,Baja,2725,438,A027,2,True,1,-68,5,abril
E09747,2023-06-22,True,Consulta de matrícula,Baja,1911,107,A383,3,True,3,84,3,junio
E09748,2024-10-12,True,Información general,Media,1438,391,A304,1,False,4,98,3,octubre
E09749,2023-12-03,False,Consulta de matrícula,Media,2716,783,A332,3,True,4,10,4,diciembre
E09750,2024-03-15,True,Queja,Alta,1844,988,A266,1,True,5,-78,1,marzo
E09751,2024-05-21,False,Consulta de trámites,Media,102,102,A097,2,True,1,93,1,mayo
E09752,2023-03-12,False,Consulta de matrícula,Baja,1084,640,A051,3,True,1,-64,2,marzo
E09753,2023-01-31,False,Consulta de matrícula,Media,1444,902,A361,3,True,1,67,3,enero
E09754,2023-07-13,False,Solicitud de documentos,Media,3110,434,A235,3,True,3,28,3,julio
E09755,2023-02-02,True,Solicitud de documentos,Alta,228,228,A245,2,False,3,-43,2,febrero
E09756,2024-07-10,False,Solicitud de documentos,Alta,2553,478,A062,2,True,5,-31,4,julio
E09757,2023-07-06,True,Queja,Media,2458,461,A026,2,True,1,89,1,julio
E09758,2023-02-28,False,Consulta de matrícula,Baja,2559,82,A359,2,True,4,57,3,febrero
E09759,2023-02-12,True,Información general,Media,2514,157,A146,1,True,2,63,5,febrero
E09760,2024-05-17,False,Solicitud de documentos,Baja,2221,985,A209,3,True,5,63,4,mayo
E09761,2023-11-10,True,Queja,Media,743,482,A442,2,False,2,-26,2,noviembre
E09762,2024-08-24,False,Queja,Media,3509,44,A204,1,True,2,92,2,agosto
E09763,2023-02-23,False,Solicitud de documentos,Media,3431,1127,A431,3,True,5,2,5,febrero
E09764,2024-09-12,True,Consulta de trámites,Baja,2251,802,A361,1,False,1,-55,2,septiembre
E09765,2023-03-21,False,Consulta de matrícula,Alta,262,217,A427,2,True,3,-62,5,marzo
E09766,2024-12-04,False,Solicitud de documentos,Media,1851,1025,A177,1,True,5,11,3,diciembre
E09767,2023-03-31,False,Información general,Baja,1488,770,A089,3,True,4,43,1,marzo
E09768,2023-03-07,True,Consulta de matrícula,Media,1595,486,A266,2,True,4,24,5,marzo
E09769,2023-10-14,False,Queja,Media,3391,917,A360,2,True,5,-17,2,octubre
E09770,2024-01-22,False,Información general,Media,1785,666,A195,1,False,5,-62,3,enero
E09771,2023-05-06,True,Consulta de matrícula,Media,3089,615,A030,3,True,2,60,1,mayo
E09772,2024-01-21,True,Información general,Baja,2352,888,A440,2,True,3,37,1,enero
E09773,2024-11-22,True,Queja,Media,1465,885,A351,1,True,1,-62,3,noviembre
E09774,2023-04-05,True,Solicitud de documentos,Media,35,35,A135,3,True,4,33,4,abril
E09775,2023-12-14,True,Información general,Media,3246,217,A349,2,False,3,23,5,diciembre
E09776,2024-07-17,False,Solicitud de documentos,Media,3202,178,A377,2,True,2,89,5,julio
E09777,2023-12-25,False,Queja,Baja,632,207,A070,1,True,3,62,3,diciembre
E09778,2024-01-14,False,Queja,Media,2241,1088,A183,1,True,1,-10,1,enero
E09779,2024-02-03,True,Información general,Alta,3245,317,A306,3,False,5,-96,4,febrero
E09780,2023-05-28,False,Información general,Baja,3553,12,A468,1,True,5,40,4,mayo
E09781,2023-12-30,True,Queja,Alta,1100,386,A462,2,False,5,44,4,diciembre
E09782,2023-03-13,True,Información general,Alta,52,52,A218,2,True,2,-43,4,marzo
E09783,2023-02-07,False,Información general,Alta,2813,778,A091,3,False,1,50,1,febrero
E09784,2023-09-05,True,Información general,Baja,3296,537,A480,3,True,3,-21,3,septiembre
E09785,2023-04-28,True,Información general,Baja,3547,1185,A140,3,True,4,-26,4,abril
E09786,2024-08-01,False,Consulta de matrícula,Media,3186,706,A195,1,True,2,89,1,agosto
E09787,2023-02-20,True,Queja,Media,2421,82,A143,2,True,1,-60,5,febrero
E09788,2024-05-06,True,Queja,Media,1964,620,A164,1,True,4,98,4,mayo
E09789,2023-11-02,False,Consulta de trámites,Media,608,83,A099,2,True,5,12,2,noviembre
E09790,2023-01-27,True,Solicitud de documentos,Alta,2544,410,A463,3,True,1,15,2,enero
E09791,2023-03-19,True,Consulta de trámites,Alta,1352,1172,A213,2,True,3,-58,1,marzo
E09792,2023-05-19,False,Información general,Media,1424,784,A312,2,True,2,-32,5,mayo
E09793,2023-12-06,False,Información general,Baja,1023,827,A424,3,True,1,61,5,diciembre
E09794,2024-06-27,False,Consulta de matrícula,Alta,201,160,A285,3,True,5,96,5,junio
E09795,2023-02-01,False,Consulta de matrícula,Media,1285,1113,A111,2,True,2,64,3,febrero
E09796,2024-10-19,True,Consulta de matrícula,Media,515,515,A385,1,True,4,-92,1,octubre
E09797,2023-10-03,True,Consulta de matrícula,Media,736,736,A143,3,True,5,30,4,octubre
E09798,2023-09-26,False,Consulta de matrícula,Alta,1213,642,A142,3,False,4,-10,4,septiembre
E09799,2024-03-26,True,Consulta de matrícula,Baja,72,72,A085,1,True,5,75,4,marzo
E09800,2024-02-27,True,Consulta de matrícula,Media,1165,1096,A210,1,True,3,-21,1,febrero
E09801,2023-06-16,False,Consulta de matrícula,Media,776,82,A220,1,True,2,52,1,junio
E09802,2023-03-25,False,Consulta de matrícula,Media,1511,588,A368,1,True,1,66,1,marzo
E09803,2023-08-13,True,Queja,Media,3559,850,A422,3,True,4,-76,4,agosto
E09804,2024-01-26,False,Consulta de matrícula,Media,3342,1145,A041,1,False,4,46,4,enero
E09805,2023-07-04,False,Solicitud de documentos,Baja,1448,517,A300,1,True,4,-44,1,julio
E09806,2023-09-23,False,Consulta de matrícula,Alta,2195,1025,A460,1,True,3,-11,4,septiembre
E09807,2024-11-28,True,Información general,Alta,1515,34,A485,2,True,3,50,2,noviembre
E09808,2024-04-22,False,Información general,Alta,508,508,A255,3,True,3,-3,5,abril
E09809,2023-01-30,True,Consulta de matrícula,Baja,3238,426,A272,3,True,5,-37,3,enero
E09810,2023-03-02,True,Consulta de matrícula,Alta,2979,760,A305,1,True,3,19,5,marzo
E09811,2023-06-05,True,Información general,Media,270,270,A187,3,False,2,-30,1,junio
E09812,2024-04-16,False,Solicitud de documentos,Media,2907,301,A108,1,False,2,-46,4,abril
E09813,2024-12-19,False,Consulta de trámites,Media,3228,1170,A357,3,True,5,37,1,diciembre
E09814,2024-03-05,False,Queja,Alta,662,662,A400,1,False,4,-37,4,marzo
E09815,2024-01-15,False,Información general,Media,3027,629,A234,3,True,3,-52,2,enero
E09816,2023-12-13,False,Consulta de matrícula,Alta,3584,41,A036,2,True,3,-53,3,diciembre
E09817,2024-04-06,True,Queja,Alta,3455,811,A056,2,True,3,-19,5,abril
E09818,2024-08-26,True,Consulta de matrícula,Media,264,264,A096,1,True,4,-87,5,agosto
E09819,2023-12-28,True,Consulta de trámites,Baja,2645,494,A355,1,True,2,57,2,diciembre
E09820,2023-10-15,False,Consulta de trámites,Baja,367,367,A370,3,True,4,-6,5,octubre
E09821,2024-11-20,True,Información general,Baja,628,628,A101,2,True,2,91,2,noviembre
E09822,2024-10-01,True,Queja,Media,2491,84,A111,1,True,4,-41,5,octubre
E09823,2023-05-10,False,Queja,Baja,3232,811,A129,3,True,5,-83,4,mayo
E09824,2024-11-28,False,Consulta de trámites,Media,925,79,A028,2,False,4,-91,5,noviembre
E09825,2024-05-08,True,Consulta de matrícula,Media,3162,500,A313,2,True,1,-41,4,mayo
E09826,2024-07-08,True,Información general,Alta,520,520,A183,3,True,4,94,1,julio
E09827,2023-09-19,False,Solicitud de documentos,Media,1312,872,A344,3,True,3,-97,2,septiembre
E09828,2023-12-19,False,Consulta de trámites,Baja,3500,853,A280,3,True,2,61,1,diciembre
E09829,2023-07-09,False,Consulta de trámites,Media,992,65,A237,1,True,4,99,4,julio
E09830,2023-12-08,False,Información general,Media,1340,306,A480,2,True,2,-48,1,diciembre
E09831,2024-01-20,True,Consulta de matrícula,Baja,1252,688,A050,1,True,1,-61,5,enero
E09832,2024-07-26,True,Queja,Media,3428,638,A150,3,True,1,29,4,julio
E09833,2023-02-07,False,Consulta de trámites,Media,596,186,A262,1,True,1,-38,4,febrero
E09834,2024-10-03,True,Información general,Media,1000,1000,A178,3,True,4,-67,4,octubre
E09835,2024-12-18,True,Información general,Media,2061,1014,A206,1,True,3,96,3,diciembre
E09836,2024-09-22,False,Información general,Baja,2169,1103,A162,1,False,1,81,1,septiembre
E09837,2023-12-07,True,Queja,Media,921,778,A437,3,True,3,98,4,diciembre
E09838,2023-05-05,True,Consulta de trámites,Media,2305,595,A392,1,True,3,83,1,mayo
E09839,2024-06-29,True,Información general,Media,3211,1165,A333,3,True,4,17,3,junio
E09840,2024-02-29,False,Queja,Media,2358,708,A256,2,True,1,91,4,febrero
E09841,2024-03-05,False,Consulta de matrícula,Baja,2030,685,A073,2,True,1,-24,1,marzo
E09842,2023-06-04,True,Solicitud de documentos,Media,3028,111,A127,2,True,2,-91,4,junio
E09843,2023-11-15,False,Consulta de trámites,Media,1615,115,A058,2,True,4,57,3,noviembre
E09844,2023-07-13,False,Queja,Media,2627,888,A365,2,True,3,40,3,julio
E09845,2023-12-03,False,Solicitud de documentos,Media,2905,336,A060,1,True,1,43,5,diciembre
E09846,2024-04-06,True,Solicitud de documentos,Baja,3186,1100,A057,2,True,4,-83,4,abril
